piid,agency,vendor,value,description,fpds_status,fpds_link,deleted_date,savings
31310021F0141,Nuclear Regulatory Commission,"VANTAGE HUMAN RESOURCE SERVICES, INC.",1509846.03,LEADERSHIP TRAINING AND DEVELOPMENT SERVICES,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=3100&PIID=31310021F0141&modNumber=P00012&idvAgencyID=&idvPIID=47QRAA19D005Z&contractType=AWARD,3/25/2025,765994.59
12318724F0497,Department of Agriculture,MANAGEMENT & ENGINEERING TECHNOLOGIES INTERNATIONAL INC,187340.08,LACC CLIMATE CHANGE TEAM PROGRAM SPECIALISTSERVICES FOR FOREST SERVICE IP,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=12C2&PIID=12318724F0497&modNumber=P00002&idvAgencyID=&idvPIID=12318723D0002&contractType=AWARD,3/25/2025,0
693JJ322F00435N,Department of Transportation,"CARNEY, INC.",1198168.58,INSTRUCTOR-LED TRAINING (ILT) DELIVERY OF CLIMATE RESILIENCE-RELATED NATIONAL HIGHWAY INSTITUTE (NHI) COURSES,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=6925&PIID=693JJ322F00435N&modNumber=P00004&idvAgencyID=&idvPIID=47QREB19D0021&contractType=AWARD,3/25/2025,846213.78
47QFDA22F0005,General Services Administration,"ICF INCORPORATED, L.L.C.",3319437.86,INDOOR AIRPLUS STAKEHOLDER AND CONSUMER OUTREACH,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=4732&PIID=47QFDA22F0005&modNumber=P00017&idvAgencyID=&idvPIID=GS00F010CA&contractType=AWARD,3/25/2025,867191.15
140D0424F0743,Department of the Interior,"LDSS, INC.",499750,"FEDERAL CONSULTING GROUP (FCG) IN SUPPORT OF THE U.S OFFICE OF PERSONNEL MANAGEMENT (OPM), CENTER OF LEADERSHIP DEVELOPMENT (CLD) LEADERSHIP COURSES.",TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1406&PIID=140D0424F0743&modNumber=P00001&idvAgencyID=&idvPIID=140D0424A0015&contractType=AWARD,3/25/2025,0
140D0424F0870,Department of the Interior,"LDSS, INC.",499750,"FEDERAL CONSULTING GROUP (FCG) IN SUPPORT OF THE U.S OFFICE OF PERSONNEL MANAGEMENT (OPM), CENTER OF LEADERSHIP DEVELOPMENT (CLD) LEADERSHIP COURSES.",TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1406&PIID=140D0424F0870&modNumber=P00001&idvAgencyID=&idvPIID=140D0424A0015&contractType=AWARD,3/25/2025,0
75P00124F80143,Department of Health and Human Services,"GENERAL DYNAMICS INFORMATION TECHNOLOGY, INC.",7994522.6,OFFICE OF MEDICARE HEARINGS AND APPEALS (OMHA) ECAPE E-APPEAL PUBLIC PORTAL MODULE,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7570&PIID=75P00124F80143&modNumber=P00003&idvAgencyID=&idvPIID=HHSN316201200023W&contractType=AWARD,3/25/2025,4108178.7
140D0424F0518,Department of the Interior,"LDSS, INC.",497544.68,"U.S OFFICE OF PERSONNEL MANAGEMENT (OPM), CENTER OF LEADERSHIP DEVELOPMENT (CLD)",TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1406&PIID=140D0424F0518&modNumber=P00001&idvAgencyID=&idvPIID=140D0423A0046&contractType=AWARD,3/25/2025,0
140D0424F1052,Department of the Interior,"LDSS, INC.",499730.6,"U.S. DEPARTMENT OF THE INTERIOR (DOI), FEDERAL CONSULTING GROUP (FCG) IN SUPPORT OF THE U.S OFFICE OF PERSONNEL MANAGEMENT (OPM), CENTER OF LEADERSHIP DEVELOPMENT (CLD) LEADERSHIP COURSES.",TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1406&PIID=140D0424F1052&modNumber=P00001&idvAgencyID=&idvPIID=140D0424A0015&contractType=AWARD,3/25/2025,0
140D0424F1318,Department of the Interior,"LDSS, INC.",479080,"CONSULTING SERVICES FOR THE FEDERAL CONSULTING GROUP ON BEHALF OF THE OFFICE OF PERSONNEL MANAGEMENT (OPM), OFFICE OF THE CHIEF FINANCIAL OFFICER (OCFO)",TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1406&PIID=140D0424F1318&modNumber=P00001&idvAgencyID=&idvPIID=140D0424A0015&contractType=AWARD,3/25/2025,0
12318723F0593,Department of Agriculture,MANAGEMENT & ENGINEERING TECHNOLOGIES INTERNATIONAL INC,166128.05,LACC CLIMATE CHANGE RESILIENCE CONSULTANTS SERVICES FOR FOREST SERVICE IP,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=12C2&PIID=12318723F0593&modNumber=P00002&idvAgencyID=&idvPIID=12318723D0002&contractType=AWARD,3/25/2025,0
140D0422C0009,Department of Health and Human Services,ACACIA CENTER FOR JUSTICE,1136436294.65,"Department of Health and Human Services, Administration of Children and Families, Office of Refugee Resettlement's Legal Services for Unaccompanied Children",TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1406&PIID=140D0422C0009&modNumber=P00010&idvAgencyID=&idvPIID=&contractType=AWARD,3/25/2025,367033895
24322624F0154,Office of Personnel Management,ARCHITECHTURE SOLUTIONS LLC,30038,Poll Everywhere Software - FY24 - Recompete,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2400&PIID=24322624F0154&modNumber=P00001&idvAgencyID=&idvPIID=NNG15SD42B&contractType=AWARD,3/24/2025,0
24322620F0099,Office of Personnel Management,"COUNTERTRADE PRODUCTS, INC.",1420772,Salesforce Licensing FY24 - Option Yr 4,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2400&PIID=24322620F0099&modNumber=P00007&idvAgencyID=&idvPIID=NNG15SC65B&contractType=AWARD,3/24/2025,0
24322621F0285,Office of Personnel Management,"COUNTERTRADE PRODUCTS, INC.",425347,Salesforce Shield FY24 - Option Yr 3,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2400&PIID=24322621F0285&modNumber=P00004&idvAgencyID=&idvPIID=NNG15SC65B&contractType=AWARD,3/24/2025,0
86615322C00005,Housing and Urban Development,MILLSAPPS BALLINGER &   ASSOCIATES LLC,10156320,To provide holistic IT solutions that meets the HUD Real Estate Assessment Centers (REAC) modernization objectives as part of the transition to HUD’s National Standards for the Physical Inspection of Real Estate Standard (NSPIRE).,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8600&PIID=86615322C00005&modNumber=P00007&idvAgencyID=&idvPIID=&contractType=AWARD,3/24/2025,300000
75D30119F06853,Department of Health and Human Services,DELOITTE CONSULTING LLP,15522269.13,DGHP GLOBAL HEALTH PROGRAM IMPLEMENTATION SUPPORT,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30119F06853&modNumber=P00014&idvAgencyID=&idvPIID=47QRAA18D001P&contractType=AWARD,3/24/2025,405497.56
75D30120F09566,Department of Health and Human Services,DELOITTE CONSULTING LLP,943603.56,OFR MANAGEMENT&CONSULTING SERVICES,EXERCISE AN OPTION,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30120F09566&modNumber=P00007&idvAgencyID=&idvPIID=47QRAA18D001P&contractType=AWARD,3/24/2025,60705.21
75D30121F12466,Department of Health and Human Services,DELOITTE CONSULTING LLP,2858987.81,DATA SUBMISSION TECHNICAL ASSISTANCE,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30121F12466&modNumber=P00007&idvAgencyID=&idvPIID=47QRAA18D001P&contractType=AWARD,3/24/2025,1076980.08
75D30123F15783,Department of Health and Human Services,GENERAL DYNAMICS INFORMATION TECHNOLOGY INC.,6977921.68,VAERS ENHANCEMENTS,OTHER ADMINISTRATIVE ACTION,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30123F15783&modNumber=P00001&idvAgencyID=&idvPIID=47QTCK18D0003&contractType=AWARD,3/24/2025,3333867.48
75D30124F20049,Department of Health and Human Services,BOOZ ALLEN HAMILTON INC.,6353686.6,INFRASTRUCTURE IT SERVICES BRIDGE - BAH,BASE AWARD,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30124F20049&modNumber=0&idvAgencyID=&idvPIID=47QTCK18D0004&contractType=AWARD,3/24/2025,3276474.14
75D30124F19169,Department of Health and Human Services,DELOITTE CONSULTING LLP,51608733.4,IT SERVICES 3.0,OTHER ADMINISTRATIVE ACTION,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30124F19169&modNumber=P00004&idvAgencyID=&idvPIID=47QTCK18D0029&contractType=AWARD,3/24/2025,51424613.99
75D30124F20050,Department of Health and Human Services,DELOITTE CONSULTING LLP,6122086.55,HEALTH IT SERVICES BRIDGE - DELOITTE,BASE AWARD,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30124F20050&modNumber=0&idvAgencyID=&idvPIID=47QTCK18D0029&contractType=AWARD,3/24/2025,3046403.66
75D30123F17100,Department of Health and Human Services,BOOZ ALLEN HAMILTON INC.,54893901.47,CDC READY RESPONDER TRAINING & COORDINATION SUPPORT,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30123F17100&modNumber=P00007&idvAgencyID=&idvPIID=75D30119A06642&contractType=AWARD,3/24/2025,46224016.35
75D30122F15508,Department of Health and Human Services,DELOITTE CONSULTING LLP,3397684.92,FUTURE OF WORK BPA CALL - OFFICE OF THE DIRECTOR (OD) STRATEGIC PLANNING,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30122F15508&modNumber=P00006&idvAgencyID=&idvPIID=75D30120A07340&contractType=AWARD,3/24/2025,0
75D30124F20292,Department of Health and Human Services,BOOZ ALLEN HAMILTON INC,1976089.2,TECHNICAL DATA SUPPORT SERVICES,SUPPLEMENTAL AGREEMENT FOR WORK WITHIN SCOPE,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30124F20292&modNumber=P00001&idvAgencyID=&idvPIID=75D30124A20161&contractType=AWARD,3/24/2025,1976089.2
75D30122F15432,Department of Health and Human Services,GUIDEHOUSE INC.,2959600.91,CPR SDOH AND SCIP SUPPORT,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30122F15432&modNumber=P00009&idvAgencyID=&idvPIID=GS00F045DA&contractType=AWARD,3/24/2025,318043.7
75D30121F11715,Department of Health and Human Services,"GENERAL DYNAMICS INFORMATION TECHNOLOGY, INC.",16663419.92,SUPPORT SERVICES,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30121F11715&modNumber=P00010&idvAgencyID=&idvPIID=GS00Q14OADU116&contractType=AWARD,3/24/2025,13267869.02
75D30123F17598,Department of Health and Human Services,"GENERAL DYNAMICS INFORMATION TECHNOLOGY, INC.",3983443.38,EVALUATION OF OPIOID GUIDELINE UPTAKE,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30123F17598&modNumber=P00001&idvAgencyID=&idvPIID=GS00Q14OADU116&contractType=AWARD,3/24/2025,1897810.19
75D30124F20338,Department of Health and Human Services,GUIDEHOUSE INC.,248263.48,ENVIRONMENTAL HEALTH PREPAREDNESS AND RESPONSE SUPPORT,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30124F20338&modNumber=P00002&idvAgencyID=&idvPIID=GS00Q14OADU142&contractType=AWARD,3/24/2025,180351.13
75D30122F15339,Department of Health and Human Services,GENERAL DYNAMICS INFORMATION TECHNOLOGY INC.,8763636.16,V-SAFE MEDDRA CODING,SUPPLEMENTAL AGREEMENT FOR WORK WITHIN SCOPE,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30122F15339&modNumber=P00005&idvAgencyID=&idvPIID=GS35F080CA&contractType=AWARD,3/24/2025,1676140.18
75D30125F20428,Department of Health and Human Services,CGI FEDERAL INC.,37520,INVENTORY SCANNER,Expired,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30125F20428&modNumber=0&idvAgencyID=&idvPIID=GS35F281DA&contractType=AWARD,3/24/2025,0
75D30123F15839,Department of Health and Human Services,DELOITTE CONSULTING LLP,256617.46,FOIA CASE MANAGEMENT SYSTEM,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30123F15839&modNumber=P00005&idvAgencyID=&idvPIID=HHSN316201200018W&contractType=AWARD,3/24/2025,0
75D30123F16141,Department of Health and Human Services,DELOITTE CONSULTING LLP,5618011.34,APEX OPERATIONS AND MAINTENANCE SUPPORT SERVICES,Expired,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30123F16141&modNumber=P00007&idvAgencyID=&idvPIID=HHSN316201200018W&contractType=AWARD,3/24/2025,0
75N98024F00001,Department of Health and Human Services,BOOZ ALLEN HAMILTON INC.,55721068.2,High level Advisory and Assistance Services,Expired,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N98024F00001&modNumber=P00003&idvAgencyID=&idvPIID=75N98022D00027&contractType=AWARD,3/24/2025,55721068.2
75N92023F00253,Department of Health and Human Services,Leidos,123895575.79,"Professional Support Services to improve the U.S. Government capabilities to speed research that can improve the health of Americans. Task areas include but are not limited to: Security Requirements, Service Desk Support,   Application Development and Maintenance,   Local Area Network Infrastructure Support, IT Infrastructure Support, and Cloud Services.",OTHER ADMINISTRATIVE ACTION,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N92023F00253&modNumber=P00004&idvAgencyID=&idvPIID=GS35F116AA&contractType=AWARD,3/24/2025,58966791.48
75R60224F34012,Department of Health and Human Services,GENERAL DYNAMICS INFORMATION TECHNOLOGY INC.,6307482.06,OIT-SERVICES178 C 5682 EIAS BPA - INFRASTRUCTURE SERVICES,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7526&PIID=75R60224F34012&modNumber=P00005&idvAgencyID=&idvPIID=75R60221A00106&contractType=AWARD,3/24/2025,655537.2
75R60223F80144,Department of Health and Human Services,DELOITTE CONSULTING LLP,2513199.38,THE PURPOSE OF THIS REQUIREMENT IS TO WORK WITH HRSA OIT AND OTHER VENDOR(S) RESPONSIBLE FOR MANAGEMENT OF VARIOUS HRSA IT APPLICATIONS TO DEVELOP AND INTEGRATE THE FEDERATED IDENTITY HUB SOLUTION FOR AUTHENTICATION SERVICES USING FEDERATION SECURITY,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7526&PIID=75R60223F80144&modNumber=P00002&idvAgencyID=&idvPIID=HHSN316201200018W&contractType=AWARD,3/24/2025,82028.94
75R60224F34001,Department of Health and Human Services,DELOITTE CONSULTING LLP,770737.32,DOMAIN 4: COMMUNICATIONS TO,OTHER ADMINISTRATIVE ACTION,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7526&PIID=75R60224F34001&modNumber=P00001&idvAgencyID=&idvPIID=75R60224D00042&contractType=AWARD,3/24/2025,0
75F40123F19011,Department of Health and Human Services,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,767749.75,SCIENTIFIC COMPUTING SYSTEM ADMINISTRATIVE SUPPORT SERVICES,OTHER ADMINISTRATIVE ACTION,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7524&PIID=75F40123F19011&modNumber=P00002&idvAgencyID=&idvPIID=75F40122A00016&contractType=AWARD,3/24/2025,394284.92
75F40123F19022,Department of Health and Human Services,BOOZ ALLEN HAMILTON INC.,821970.21,RMT TRAINING AND WORKSHOP SUPPORT,OTHER ADMINISTRATIVE ACTION,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7524&PIID=75F40123F19022&modNumber=P00002&idvAgencyID=&idvPIID=75F40122A00008&contractType=AWARD,3/24/2025,0
75F40122F19016,Department of Health and Human Services,BOOZ ALLEN HAMILTON INC.,17461833.28,CDER INFORMATICS ENTERPRISE SERVICE AND OPERATION MODERNIZATION,Expired,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7524&PIID=75F40122F19016&modNumber=P00004&idvAgencyID=&idvPIID=75F40118A10050&contractType=AWARD,3/24/2025,0
75F40122F19007,Department of Health and Human Services,BOOZ ALLEN HAMILTON INC.,1859817.04,IMPLEMENTATION OF FDAS OPIOID SYSTEM MODEL AND POLICY ANALYSIS SERVICE,Expired,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7524&PIID=75F40122F19007&modNumber=P00003&idvAgencyID=&idvPIID=75F40122A00008&contractType=AWARD,3/24/2025,0
75F40123F19007,Department of Health and Human Services,BOOZ ALLEN HAMILTON INC.,6965870.73,INTEGRATED DATA MANAGEMENT ENHANCEMENTS (INTEGRITY) FY 2023,OTHER ADMINISTRATIVE ACTION,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7524&PIID=75F40123F19007&modNumber=P00001&idvAgencyID=&idvPIID=HHSF223201810000B&contractType=AWARD,3/24/2025,0
75F40122F19004,Department of Health and Human Services,DELOITTE CONSULTING LLP,22842762.78,TO PROVIDE ENTERPRISE DATA MANAGEMENT (INTEGRITY) SERVICE AND AUTOMATION (ROBOTICS) INITIATIVE? FOR CDER.,EXERCISE AN OPTION,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7524&PIID=75F40122F19004&modNumber=P00002&idvAgencyID=&idvPIID=75F40122A00001&contractType=AWARD,3/24/2025,0
75F40123F19020,Department of Health and Human Services,BOOZ ALLEN HAMILTON INC.,8115191.77,PROJECT MANAGEMENT AND ADMINISTRATIVE SUPPORT FOR DIVISION OF APPLIED REGULATORY SCIENCE (DARS) PROGRAMS AND INITIATIVES,Expired,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7524&PIID=75F40123F19020&modNumber=P00004&idvAgencyID=&idvPIID=75F40122A00008&contractType=AWARD,3/24/2025,0
75F40124F19001,Department of Health and Human Services,BOOZ ALLEN HAMILTON INC.,660671.1,THE OBJECTIVE OF THIS BPA IS TO PROCURE TECHNICAL AND MANAGEMENT CONSULTING SERVICES TO COMPREHENSIVELY SUPPORT THE PLANNING FOR AND IMPROVEMENTS IN BUSINESS OPERATIONS ACROSS THE FDAENTERPRISE.,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7524&PIID=75F40124F19001&modNumber=P00002&idvAgencyID=&idvPIID=75F40124A00001&contractType=AWARD,3/24/2025,308469.12
75F40123F19030,Department of Health and Human Services,INTERNATIONAL BUSINESS MACHINES CORPORATION,1199686.95,ADS for DHTs Phase 3,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7524&PIID=75F40123F19030&modNumber=P00003&idvAgencyID=&idvPIID=75F40119A10019&contractType=AWARD,3/24/2025,283649.2
75F40124F19042,Department of Health and Human Services,INTERNATIONAL BUSINESS MACHINES CORPORATION,1524428.5,Specialized Programming and Analytical Support Contract,BASE AWARD,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7524&PIID=75F40124F19042&modNumber=0&idvAgencyID=&idvPIID=75F40119A10019&contractType=AWARD,3/24/2025,0
75F40124F19047,Department of Health and Human Services,INTERNATIONAL BUSINESS MACHINES CORPORATION,1919274.36,OCS Service Desk,BASE AWARD,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7524&PIID=75F40124F19047&modNumber=0&idvAgencyID=&idvPIID=75F40119A10019&contractType=AWARD,3/24/2025,0
75F40124F19007,Department of Health and Human Services,BOOZ ALLEN HAMILTON INC.,3208971.7,RAPID Contract,BASE AWARD,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7524&PIID=75F40124F19007&modNumber=0&idvAgencyID=&idvPIID=75F40120A00037&contractType=AWARD,3/24/2025,0
75F40124F19010,Department of Health and Human Services,DELOITTE CONSULTING LLP,1155795.99,Study Data Platform Contract,BASE AWARD,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7524&PIID=75F40124F19010&modNumber=0&idvAgencyID=&idvPIID=75F40122A00001&contractType=AWARD,3/24/2025,0
75F40124F19019,Department of Health and Human Services,Science Applications International Corporation,2161298.4,CDER Scientific Computing Contract,BASE AWARD,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7524&PIID=75F40124F19019&modNumber=0&idvAgencyID=&idvPIID=75F40122A00016&contractType=AWARD,3/24/2025,0
75F40122A00002,Department of Health and Human Services,ACCENTURE FEDERAL SERVICES LLC,13410716.94,CDER PMO and Informatics Governance Modernization Project,NOT FOUND IN FPDS,,3/24/2025,0
75F40124F19040,Department of Health and Human Services,INTERNATIONAL BUSINESS MACHINES CORPORATION,2737337.22,Testing and Implementation,BASE AWARD,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7524&PIID=75F40124F19040&modNumber=0&idvAgencyID=&idvPIID=75F40119A10019&contractType=AWARD,3/24/2025,2211341.46
75F40124F19046,Department of Health and Human Services,INTERNATIONAL BUSINESS MACHINES CORPORATION,14672586.36,PQCMC,Expired,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7524&PIID=75F40124F19046&modNumber=P00001&idvAgencyID=&idvPIID=75F40119A10019&contractType=AWARD,3/24/2025,11873673.95
75F40123F19003,Department of Health and Human Services,ACCENTURE FEDERAL SERVICES LLC,8713885.22,BUSINESS PROCESS IMPROVEMENTS AND IMPLEMENTATION SUPPORT,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7524&PIID=75F40123F19003&modNumber=P00002&idvAgencyID=&idvPIID=75F40121A00001&contractType=AWARD,3/24/2025,0
75F40123F19004,Department of Health and Human Services,DELOITTE CONSULTING LLP,18017398.69,ATLAS - OPERATIONS AND MAINTENANCE TO,EXERCISE AN OPTION,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7524&PIID=75F40123F19004&modNumber=P00004&idvAgencyID=&idvPIID=75F40120A00033&contractType=AWARD,3/24/2025,0
75F40123F19005,Department of Health and Human Services,DELOITTE CONSULTING LLP,7135637,ATLAS - SCIENTIFIC STAFFING CANDIDATE RELATIONSHIP MANAGEMENT TOOL (CRMT),TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7524&PIID=75F40123F19005&modNumber=P00006&idvAgencyID=&idvPIID=75F40120A00033&contractType=AWARD,3/24/2025,0
75F40121F19005,Department of Health and Human Services,DELOITTE & TOUCHE LLP,11878974.92,MATURING THE INTERNAL CONTROLS SYSTEM AT FDA BLANKET PURCHASE AGREEMENT (BPA)TASK SUPPORT FOR FY 2021 A-123 INTERNAL CONTROLS ASSESSMENTS,OTHER ADMINISTRATIVE ACTION,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7524&PIID=75F40121F19005&modNumber=P00015&idvAgencyID=&idvPIID=75F40120A00023&contractType=AWARD,3/24/2025,0
75F40122F19003,Department of Health and Human Services,DELOITTE CONSULTING LLP,9779057.95,COST ALLOCATION: FISCAL SERVICES AND OPERATIONS SUPPORT,EXERCISE AN OPTION,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7524&PIID=75F40122F19003&modNumber=P00007&idvAgencyID=&idvPIID=75F40121A00003&contractType=AWARD,3/24/2025,0
75F40122F19001,Department of Health and Human Services,DELOITTE CONSULTING LLP,6872180.42,E014042 FDA ENTERPRISE RISK MANAGEMENT PROGRAM SUPPORT,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7524&PIID=75F40122F19001&modNumber=P00012&idvAgencyID=&idvPIID=75F40121A00003&contractType=AWARD,3/24/2025,332732.4
75F40121F19001,Department of Health and Human Services,ACCENTURE FEDERAL SERVICES LLC,36296128.98,BUSINESS TRANSFORMATION TEAM (BTT) SUPPORT SERVICES,OTHER ADMINISTRATIVE ACTION,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7524&PIID=75F40121F19001&modNumber=P00011&idvAgencyID=&idvPIID=75F40121A00001&contractType=AWARD,3/24/2025,0
75F40124F19009,Department of Health and Human Services,DELOITTE & TOUCHE LLP,586231.78,THIS BPA CALL ORDER WILL PROVIDE OFM WITH SERVICES TO SUPPORT THE CONTINUED OPERATION AND UPDATING OF BUSINESS PROCESSES SUPPORTING AUTOMATED TOOLS AND RELATED DOCUMENTATION.,Expired,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7524&PIID=75F40124F19009&modNumber=P00001&idvAgencyID=&idvPIID=75F40120A00023&contractType=AWARD,3/24/2025,0
75F40122F19005,Department of Health and Human Services,DELOITTE CONSULTING LLP,8220654.42,OGPS FINANCIAL MANAGEMENT PROCESS AUTOMATION AND IMPROVEMENTS,EXERCISE AN OPTION,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7524&PIID=75F40122F19005&modNumber=P00007&idvAgencyID=&idvPIID=75F40121A00003&contractType=AWARD,3/24/2025,0
75F40122F19012,Department of Health and Human Services,BOOZ ALLEN HAMILTON INC.,12702702.76,BUSINESS PROCESS IMPROVEMENT/STRATEGIC PLANNING,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7524&PIID=75F40122F19012&modNumber=P00007&idvAgencyID=&idvPIID=75F40122A00008&contractType=AWARD,3/24/2025,5992054.5
75F40123F19008,Department of Health and Human Services,DELOITTE CONSULTING LLP,5699758.34,TBM CENTER OF EXCELLENCE SUPPORT,EXERCISE AN OPTION,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7524&PIID=75F40123F19008&modNumber=P00004&idvAgencyID=&idvPIID=75F40121A00003&contractType=AWARD,3/24/2025,0
75F40124F80355,Department of Health and Human Services,DELOITTE CONSULTING LLP,101969.36,THE OBJECTIVE IS TO OUTLINE THE ACTIVITIES TO SUPPORT THE INTEGRATION OF THE FDA MICROSOFT INTUNE MDM PLATFORM WITH THE HHS SCMS. THIS INTEGRATION WILL ALLOW THE USE OF DERIVED CREDENTIALS AS A SECURE AUTHENTICATION METHOD TO ACCESS INTERNAL RESOURCE,OTHER ADMINISTRATIVE ACTION,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7524&PIID=75F40124F80355&modNumber=P00001&idvAgencyID=&idvPIID=HHSN316201200018W&contractType=AWARD,3/24/2025,0
75F40120F19001,Department of Health and Human Services,DELOITTE & TOUCHE LLP,8341667.2,INTERNAL CONTROLS ORDER,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7524&PIID=75F40120F19001&modNumber=P00007&idvAgencyID=&idvPIID=75F40120A00023&contractType=AWARD,3/24/2025,0
